"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
17770,-716.461,-702.136,-1636.43,-1241.12
17771,-634.047,-552.683,-1782.64,-1167.57
17772,-594.48,-316.977,-1858.99,-1242.45
17773,-658.512,-494.099,-1712.78,-1127.43
17774,-704.17,-359.308,-1831.9,-1054.54
17775,-762.439,-254.865,-1848.74,-1166.87
17776,-685.124,-291.882,-1778.62,-1178.17
17777,-504.536,-359.61,-1770.02,-1222.87
17778,-459.734,-294.097,-1709.26,-1324.1
17779,-384.503,-363.092,-1719.9,-1326.95
17780,-792.822,-288.87,-1648.84,-1175.37
17781,-697.493,-556.973,-1833.18,-1297.78
17782,-717.287,-273.065,-1915.74,-1271.35
17783,-653.996,-314.878,-1965.86,-1230.59
17784,-696.193,-399.075,-1556.51,-1187.96
17785,-749.333,-390.985,-1632.51,-1212.81
17786,-827.929,-761.753,-1850.33,-1204.09
17787,-975.75,-685.709,-1976.2,-1190.07
17788,-885.289,-808.317,-1862.33,-1256.08
17789,-898.947,-667.987,-1783.57,-1322.29
17790,-707.351,-590.066,-1796.93,-1206.48
17791,-1080.24,-771.684,-1935.77,-1235.23
17792,-737.018,-359.919,-1911.16,-1380.48
17793,-790.443,-565.673,-1890.72,-1289.19
17794,-667.579,-645.935,-1812.93,-1364.51
17795,-927.607,-694.498,-1671.31,-1304.19
17796,-921,-431.489,-1907.24,-1297.23
17797,-931.535,-647.446,-1606.29,-1214.84
17798,-1012.62,-669.243,-1828.98,-1218.49
17799,-855.141,-763.454,-1864.44,-1350.49
17800,-947.457,-685.56,-1958.92,-1209.8
17801,-879.566,-577.616,-1708.85,-1160.09
17802,-929.04,-705.446,-1818.32,-1287.8
17803,-938.961,-679.822,-1881.47,-1418.99
17804,-859.269,-670.657,-1837.99,-1236.33
17805,-643.106,-329.331,-1688.79,-1285.77
17806,-670.542,-194.512,-1756.92,-1213.68
17807,-768.269,-192.811,-1634,-1006.76
17808,-617.056,-531.896,-1781.65,-1149.63
17809,-752.037,-515.384,-1638.34,-1090.89
17810,-1021.39,-808.326,-1731.01,-1206.79
17811,-991.862,-788.942,-1845.51,-1272.38
17812,-790.134,-451.353,-1924.34,-1238.96
17813,-893.504,-594.852,-1706.99,-1249.85
17814,-919.857,-641.772,-1542.08,-1320.98
17815,-896.887,-698.098,-1749.15,-1172.16
17816,-903.823,-711.318,-1837.57,-1416.61
17817,-1017.8,-778.42,-1974.49,-1359.73
17818,-676.979,-223.145,-1714.26,-1088.48
17819,-458.362,-346.702,-1947.37,-1267.53
17820,-713.798,-251.619,-1941.87,-1384.48
17821,-818.806,-209.022,-1693.74,-1263.97
17822,-759.059,-256.818,-1787.74,-1251.1
17823,-728.519,-481.236,-1783.51,-1238.18
17824,-1015.97,-787.657,-1929.15,-1205.56
17825,-934.525,-727.426,-1737.51,-1183.23
17826,-753.697,-171.026,-1766.95,-1121.45
17827,-701.939,-199.508,-1919.89,-1452.06
17828,-646.886,-376.795,-1795.89,-1138.2
17829,-982.969,-734.141,-1741.35,-1072.35
17830,-886.739,-491.443,-1797.95,-1180.07
17831,-718.715,-470.55,-1692.4,-1090.04
17832,-621.239,-340.439,-1794.36,-1252.71
17833,-726.702,-359.918,-1885.19,-1078.75
17834,-551.656,-222.424,-1700.73,-1330.18
17835,-716.851,-437.883,-1898.24,-1302.55
17836,-691.966,-604.688,-1786.89,-1298.4
17837,-976.359,-698.816,-1816.68,-1108.04
17838,-1091.89,-686.455,-1563.01,-1253.88
17839,-1082.97,-464.377,-1646.96,-1256.86
17840,-842.077,-813.661,-1944.49,-1242.84
17841,-982.677,-553.888,-1864.79,-1281.47
17842,-1021.68,-644.445,-1828.72,-1218.11
17843,-661.219,-557.103,-1775.89,-1166.01
17844,-859.703,-504.412,-1753.11,-1218.16
17845,-879.954,-601.347,-1743.65,-1192.6
17846,-983.41,-678.626,-1835.68,-1259.4
17847,-917.287,-756.358,-1791.97,-1296.48
17848,-732.863,-720.029,-1886.91,-1263.29
17849,-739.14,-407.848,-1677.03,-1340.07
17850,-719.261,-242.794,-1609.55,-1119.61
17851,-626.298,-482.238,-1752.33,-1170.82
17852,-703.128,-381.711,-1743.59,-1177.75
17853,-705.154,-254.09,-1735.01,-1122.81
17854,-699.487,-266.576,-1831.81,-1154.32
17855,-707.177,-528.681,-1929.02,-1205.04
17856,-712.647,-177.739,-1854.15,-1297.93
17857,-763.53,-499.809,-1835.39,-1227.33
17858,-845.789,-667.003,-1736.09,-1253.36
17859,-1005.63,-667.581,-1894.58,-1392.08
17860,-886.347,-274.204,-1704.23,-1217.16
17861,-724.18,-509.621,-1760.38,-1177.65
17862,-502.077,-185.435,-1832.01,-1280.28
17863,-662.811,-409.905,-1805.28,-1208.29
17864,-620.136,-597.356,-1765.36,-1275.09
17865,-652.293,-620.165,-1744.86,-1271.28
17866,-732.06,-415.194,-1879.43,-1430.72
17867,-740.102,-667.739,-1736.07,-1181.99
17868,-731.925,-342.567,-1698.78,-1167.34
17869,-785.451,-274.255,-1912.5,-1202.64
17870,-732.743,-242.612,-1799.73,-1187.63
17871,-726.327,-442.641,-1764.98,-1263.04
17872,-629.717,-338.707,-1736.41,-1279.11
17873,-631.509,-256.332,-1769.87,-1356.85
17874,-606.635,-195.406,-1801.66,-1131.53
17875,-993.768,-761.915,-1768.5,-1308.01
17876,-1000.88,-612.944,-1886.99,-1182.23
17877,-1004.82,-650.44,-1885.94,-1212.11
17878,-981.963,-544.725,-1926.38,-1387.14
17879,-1073.14,-510.922,-1845.01,-1413.33
17880,-729.259,-668.343,-1788.78,-1263.47
17881,-663.037,-440.559,-1746.73,-1351.66
17882,-499.318,-302.654,-1841.99,-1130.47
17883,-970.999,-571.575,-1919.03,-1139.87
17884,-853.394,-570.495,-1918.81,-1206.61
17885,-643.518,-365.567,-1924.4,-1177.65
17886,-774.68,-457.866,-1660.53,-1268.18
17887,-723.28,-515.252,-1758.5,-1224.05
17888,-767.659,-501.667,-1827.68,-1174.62
17889,-591.949,-394.886,-1990.36,-1274.22
17890,-657.851,-184.502,-1499.91,-1303.62
17891,-1012.47,-664.731,-1763.23,-1377.05
17892,-1085.77,-539.807,-1858.56,-1199.4
17893,-815.571,-500.484,-1984.46,-1098.25
17894,-811.585,-660.594,-1997.59,-1191.24
17895,-880.964,-762.929,-1980.67,-1183.76
17896,-940.779,-719.035,-1915.87,-1191.93
17897,-864.834,-657.937,-1978.57,-1083.25
17898,-535.894,-517.751,-1810.2,-1272.37
17899,-1132.24,-816.044,-1679.32,-1283.64
17900,-778.541,-736.075,-1680.51,-1293.89
17901,-755.215,-591.081,-1789.03,-1220.65
17902,-723.428,-376.342,-1781.68,-1223.44
17903,-722.876,-628.014,-1903.08,-1233.57
17904,-756.726,-647.206,-1751.59,-1112.82
17905,-736.437,-681.818,-1728.28,-1232.52
17906,-904.636,-672.878,-1780.33,-1235
17907,-895.077,-594.264,-1819.31,-1199.62
17908,-756.413,-702.886,-1810.84,-1281.39
17909,-786.957,-692.114,-1803.74,-1126.65
17910,-796.455,-676.468,-1723.64,-1127.94
17911,-979.414,-742.327,-1693.12,-1272.92
17912,-712.851,-677.38,-1901.38,-1224.11
17913,-644.17,-337.78,-1806.1,-1108.36
17914,-489.327,-278.253,-1537.58,-1412.15
17915,-474.02,-270.84,-1718.33,-1305.46
17916,-754.845,-380.46,-1546.63,-1305.68
17917,-683.394,-652.082,-1888.65,-1080.04
17918,-580.401,-557.264,-1891.72,-1053.92
17919,-605.596,-599.814,-1908.1,-1295.47
17920,-660.073,-631.154,-1712.78,-1310.71
17921,-689.362,-665.687,-1799.88,-1190.53
17922,-737.952,-720.729,-1739.78,-1069.22
17923,-995.926,-740.994,-1809.38,-1081.82
17924,-726.091,-613.964,-1806.82,-1131.56
17925,-651.612,-295.424,-1849.31,-1131.24
17926,-766.085,-581.455,-1659.18,-1089.7
17927,-769.559,-347.089,-1780.25,-1113.87
17928,-1067.22,-752.184,-1903.44,-1249.86
17929,-868.228,-738.193,-1746.14,-1282.39
17930,-923.965,-717.984,-1678.9,-1243.48
17931,-856.736,-589.628,-1812.3,-1208.54
17932,-776.399,-599.72,-1760.44,-1232.35
17933,-669.536,-389.739,-1690.3,-1239.72
17934,-712.757,-440.87,-1663.21,-1212.64
17935,-611.16,-244.71,-1726.67,-1326.58
17936,-675.267,-318.169,-1944.69,-1243.83
17937,-630.644,-335.337,-1826.02,-1232.54
17938,-738.555,-269.161,-1944.71,-1357.71
17939,-549.545,-303.178,-1863.48,-1363.39
17940,-595.613,-420.735,-1848.82,-1215.11
17941,-627.381,-397.807,-1834.26,-1347.19
17942,-662.883,-141.061,-1966.54,-1093.94
17943,-647.469,-429.398,-1781.56,-1157.83
17944,-634.38,-228.999,-1904.53,-1290.81
17945,-648.138,-444.719,-1612.74,-1289.55
17946,-567.824,-265.273,-1677.15,-1259.76
17947,-1081.24,-670.749,-1910.72,-1293.08
17948,-812.435,-676.266,-1829.93,-1261.86
17949,-566.989,-361.344,-1741.08,-1122.57
17950,-472.844,-358.634,-1714.41,-1175.31
17951,-683.263,-494.978,-1847.97,-1213.85
17952,-725.316,-404.741,-1803.77,-1129.39
17953,-534.221,-470.574,-1841.57,-1258.92
17954,-644.047,-513.543,-1839.36,-1249.04
17955,-549.941,-500.159,-1956.76,-1208.22
17956,-660.871,-362.185,-1719.01,-1136.61
17957,-632.237,-313.313,-1904.66,-1259.23
17958,-637.481,-399.074,-1895.53,-1068.63
17959,-615.95,-268.086,-1961.85,-1298.62
17960,-723.535,-344.939,-1834.51,-1279.5
17961,-622.601,-283.572,-1838.45,-1222.06
17962,-710.117,-524.901,-1770.46,-1041.67
17963,-889.817,-716.575,-1764.08,-1049.47
17964,-737.821,-182.688,-1801.13,-1202.05
17965,-539.342,-467.328,-1878.39,-1223.52
17966,-753.519,-407.304,-1848.35,-1172.99
17967,-699.284,-499.395,-1876.83,-1341.46
17968,-655.518,-229.433,-1863.37,-1243.57
17969,-770.276,-440.208,-1880.29,-1306.04
17970,-807.346,-525.608,-1843.25,-1050.59
17971,-814.988,-534.125,-1837.77,-1279.45
17972,-597.433,-531.057,-1823.93,-1234.38
17973,-679.19,-590.294,-1840.65,-1320.63
17974,-780.093,-614.878,-1789.67,-1165.22
17975,-960.241,-716.246,-1994.64,-1230.85
17976,-961.201,-564.231,-1779.88,-1284.85
17977,-888.625,-729.69,-1755.71,-1127.62
17978,-913.59,-707.926,-1736.4,-1343.17
17979,-676.92,-647.264,-1783.57,-1208.64
17980,-669.251,-324.78,-1632.27,-1228.06
17981,-887.261,-761.062,-1967.08,-1249.04
17982,-690.053,-404.415,-1866.73,-1229.63
17983,-661.263,-291.283,-1857.35,-1222.31
17984,-616.661,-526.521,-1859.71,-1256.77
17985,-684.342,-642.15,-1646.57,-1225.6
17986,-606.564,-362.903,-1940.05,-1292.98
17987,-716.427,-418.013,-1938.78,-1121.29
17988,-685.459,-223.831,-1853.09,-1288.49
17989,-1157.38,-696.399,-1798.5,-1300.56
17990,-1122.5,-455.259,-1827.95,-1215.13
17991,-847.539,-604.673,-1906.57,-1186.47
17992,-869.615,-490.242,-1730.37,-1204.21
17993,-840.137,-784.702,-1778.46,-1421.23
17994,-946.214,-550.976,-1851.23,-1187.92
17995,-1044.34,-550.123,-1876.09,-1165.27
17996,-981.967,-367.87,-1805.37,-1250.18
17997,-969.234,-669.185,-1831.89,-1203.27
17998,-957.909,-612.345,-1786.91,-1221.19
17999,-896.837,-682.304,-1903.75,-1098.92
18000,-1014.07,-625.3,-1998.35,-1214.91
18001,-766.803,-510.596,-1934.05,-1269.45
18002,-1000.26,-566.044,-1866.83,-1228.84
18003,-921.111,-547.782,-1892.12,-1215.61
18004,-801.962,-501.811,-1867.29,-1345.87
18005,-862.224,-464.103,-1778.78,-1207
18006,-733.736,-717.955,-1808.95,-1244.46
18007,-763.626,-434.123,-1681.5,-1283.3
18008,-703.522,-500.709,-1668.05,-1318.41
18009,-520.505,-489.735,-1873.66,-1349.19
18010,-842.102,-656.291,-1856.02,-1206.52
18011,-730.701,-684.227,-1851.88,-1245.37
18012,-969.426,-723.304,-1842.99,-1098.49
18013,-963.738,-718.353,-1813.31,-1004.72
18014,-867.054,-699.708,-1923.46,-1179.34
18015,-911.302,-674.662,-1798.43,-1230.85
18016,-719.809,-558.214,-1720.41,-1406.22
18017,-981.417,-649.422,-1843.97,-1241.42
18018,-829.24,-414.936,-1851.73,-1300.93
18019,-803.329,-656.711,-1704.21,-1189.81
18020,-760.156,-475.336,-1744.15,-1237.03
18021,-964.218,-489.097,-1767.75,-1223.4
18022,-572.771,-279.465,-1761.67,-1296.3
18023,-592.474,-482.501,-1919.76,-1223.89
18024,-580.708,-387.641,-1873.9,-1113.62
18025,-402.24,-381.63,-1737.97,-1285.47
18026,-617.754,-429.5,-1659.17,-1159.35
18027,-660.627,-496.5,-1767.66,-1367.93
18028,-711.74,-393.337,-1698.69,-1267.45
18029,-984.946,-698.6,-1698.55,-1064.41
18030,-913.208,-665.589,-1884.6,-1351.95
18031,-853.76,-659.214,-1690.45,-1234.22
18032,-928.402,-693.089,-1787.62,-1124.41
18033,-960.027,-655.461,-1599.6,-1231.35
18034,-661.362,-298.647,-1737.33,-1347.13
18035,-599.671,-290.716,-1918.32,-1196.3
18036,-458.488,-422.175,-1755.05,-1284.94
18037,-673.05,-371.573,-1883.47,-1370.5
18038,-801.849,-321.961,-1849.54,-1304.3
18039,-778.296,-711.409,-1798.55,-1293.01
18040,-750.58,-706.029,-1919.7,-1313.99
18041,-709.632,-344.197,-1827.47,-1435.13
18042,-698.866,-592.916,-1787.8,-1293.84
18043,-630.723,-592.713,-1768.8,-1257.89
18044,-659.909,-379.646,-1884.52,-1340.62
18045,-606.94,-242.614,-1891.06,-1260.64
18046,-491.062,-340.528,-1831.64,-1265.19
18047,-757.467,-270.037,-1887.87,-1300.46
18048,-735.876,-438.921,-1742.29,-1237.73
18049,-453.333,-383.181,-1875.18,-1264.54
18050,-810.853,-741.439,-1644.3,-1170.85
18051,-669.639,-322.727,-1767.5,-1319.44
18052,-653.142,-401.99,-1846.08,-1360.45
18053,-689.984,-453.509,-1787.38,-1251.61
18054,-1061.09,-695.774,-1957.6,-1322.92
18055,-994.192,-683.841,-1859.5,-1140.27
18056,-829.695,-723.97,-1772.05,-1261.88
18057,-870.279,-680.455,-1637.92,-1230.63
18058,-1128.85,-742.772,-1714.82,-1247.75
18059,-895.887,-597.321,-1739.16,-1293.03
18060,-902.074,-709.532,-1776.12,-1177.89
18061,-828.772,-678.563,-1774.34,-1298.73
18062,-988.233,-620.574,-1791.33,-1267.15
18063,-700.186,-695.37,-1750.13,-1181.62
18064,-669.436,-489.029,-1772.71,-1267.14
18065,-701.076,-427.18,-1733.2,-1289.34
18066,-703.278,-283.098,-1713.8,-1060.73
18067,-549.189,-453.106,-1988.48,-1157.89
18068,-389.193,-372.129,-1804.18,-1192.34
18069,-442.708,-401.036,-1880.61,-1214.36
18070,-585.797,-426.958,-1879.83,-1210.33
18071,-733.448,-365.935,-1879.58,-1265.42
18072,-700.18,-390.663,-1835.99,-1244.89
18073,-757.287,-632.336,-1987.64,-1157.99
18074,-778.012,-723.693,-1922.19,-1241.42
18075,-560.11,-420.445,-1762.47,-1164.18
18076,-731.715,-431.145,-1656.59,-1212.42
18077,-756.396,-404.124,-1750.57,-1265.34
18078,-685.243,-371.68,-1764.86,-1388.32
18079,-466.537,-374.303,-1953.84,-1290.48
18080,-554.861,-385.525,-1850.91,-1107.64
18081,-634.473,-247.223,-1854.68,-1285.15
18082,-759.258,-423.825,-1819.49,-1311.67
18083,-637.879,-512.592,-1845.8,-1215
18084,-813.784,-706.815,-1790.86,-1340.16
18085,-870.922,-784.086,-1864.77,-1142.92
18086,-809.281,-665.318,-1865.54,-1159.35
18087,-776.215,-596.594,-1779.82,-1271.62
18088,-734.913,-418.345,-1747.19,-1195.02
18089,-724.277,-433.278,-1760.83,-1233.09
18090,-780.476,-364.365,-1946.08,-1316.91
18091,-587.887,-395.252,-1688.47,-1204.06
18092,-747.34,-122.967,-1670.75,-1232.93
18093,-726.2,-233.451,-1786.27,-1125.88
18094,-746.238,-721.243,-1734.84,-1318.3
18095,-743.847,-652.788,-1834.53,-1318.81
18096,-913.508,-672.134,-1751.26,-1160.79
18097,-1025.94,-623.859,-1653.62,-1181.74
18098,-878.065,-796.498,-1684.16,-1209.26
18099,-726.298,-492.163,-1518.84,-1227.05
18100,-680.954,-269.036,-1755.94,-1335.6
18101,-707.616,-125.481,-1675.25,-1172.61
18102,-733.704,-439.941,-1922.87,-1214.04
18103,-713.37,-557.243,-1898.23,-1312.36
18104,-898.003,-511.02,-1869.19,-1370.9
18105,-519.93,-427.224,-1665.32,-1385.03
18106,-693.639,-292.234,-1773.84,-1311.91
18107,-655.07,-253.483,-1913.66,-1197.65
18108,-533.999,-401.625,-1837.32,-1185.19
18109,-678.122,-346.456,-1745.51,-1247.51
18110,-436.452,-419.89,-1762.03,-1289.6
18111,-695.784,-323.408,-1845.64,-1381.34
18112,-730.842,-376.617,-1883.87,-1185.43
18113,-607.092,-260.033,-1843.04,-1204.17
18114,-1018.93,-680.89,-1814.14,-1356.95
18115,-962.485,-764.367,-1902.61,-1275.58
18116,-746.12,-326.395,-1898.4,-1281.31
18117,-707.554,-425.803,-1819.23,-1236.29
18118,-692.791,-664.323,-1802.2,-1189.15
18119,-743.17,-382.405,-1671.28,-1288.18
18120,-725.448,-351.619,-1665.57,-1351.76
18121,-734.484,-690.877,-1764.36,-1373.68
18122,-975.845,-655.397,-1791.57,-1389.74
18123,-936.486,-609.05,-1788.76,-1368.34
18124,-859.28,-730.733,-1861.19,-1391.25
18125,-840.006,-704.361,-1957.01,-1105.51
18126,-988.397,-685.192,-1878.19,-1266.56
18127,-1057.71,-669.932,-1854.49,-1280.44
18128,-741.773,-640.143,-1771.5,-1160.13
18129,-662.018,-370.357,-1828.59,-1281.75
18130,-756.338,-603.196,-1729.11,-1250.62
18131,-737.949,-362.661,-1725.72,-1328.11
18132,-646.451,-436.797,-1858.88,-1212.08
18133,-603.161,-418.055,-1852.92,-1280.88
18134,-651.302,-366.543,-1739.78,-1340.26
18135,-613.189,-324.101,-1824.69,-1357.13
18136,-606.13,-449.377,-1946.88,-1260.39
18137,-617.715,-456.649,-1553.46,-1351.58
18138,-693.472,-342.582,-1872,-1346.75
18139,-683.28,-330.327,-1605.02,-1286.29
18140,-682.083,-384.653,-1747.99,-1304.8
18141,-722.926,-413.821,-1817.26,-1248.45
18142,-684.495,-438.815,-1772.79,-1124.7
18143,-712.081,-298.863,-1690.79,-1366.93
18144,-610.486,-313.891,-1754.63,-1305.22
18145,-579.737,-83.6531,-1685.85,-1263.7
18146,-1016.39,-647.227,-1865.61,-1194.69
18147,-957.181,-700.693,-1851.77,-1228.02
18148,-724.475,-667.359,-1854.67,-1273.91
18149,-733.941,-698.925,-1806.14,-1194.32
18150,-983.785,-722.141,-1701.79,-1259.1
18151,-568.259,-472.78,-1632.13,-1193.8
18152,-483.44,-389.662,-1724.65,-1148.52
18153,-540.311,-407.288,-1753.21,-1345.65
18154,-677.514,-396.746,-1894.47,-1222.5
18155,-686.109,-202.337,-1714.71,-1379.15
18156,-765.854,-330.824,-1732.6,-1188.16
18157,-690.566,-324.652,-1704.92,-1351.67
18158,-671.545,-366.889,-1718.7,-1341.76
18159,-695.895,-361.498,-1739.87,-1156.88
18160,-688.875,-416.512,-1710.35,-1185.2
18161,-833.514,-635.742,-1700.73,-1127.72
18162,-804.544,-668.484,-1794.69,-1138.71
18163,-736.05,-346.422,-1924.34,-1132.2
18164,-705.9,-422.979,-1942.48,-1360.24
18165,-653.381,-409.469,-1855.36,-1284.03
18166,-781.983,-530.541,-1753.49,-1310.69
18167,-1040.13,-679.512,-1782.15,-1164.18
18168,-910.894,-727.353,-1829.91,-1206.94
18169,-787.572,-663.287,-1701.52,-1279.42
18170,-834.969,-644.235,-1740.92,-1244.94
18171,-656.692,-490.64,-1877.54,-1121.67
18172,-606.773,-245.4,-1901.89,-1074.53
18173,-558.073,-431.477,-1754.7,-1207.79
18174,-1065.62,-284.641,-1776.79,-1290.48
18175,-817.059,-648.153,-1681.47,-1222.27
18176,-961.567,-586.828,-1779.04,-1202.12
18177,-903.585,-532.488,-1847.67,-1314.24
18178,-816.127,-636.822,-1708.08,-1216.25
18179,-681.038,-331.156,-1817.4,-1389.26
18180,-687.567,-407.421,-1933.68,-1304.14
18181,-915.876,-614.233,-1855.57,-1213.69
18182,-745.569,-715.35,-1779.04,-1217.32
18183,-987.518,-705.053,-1824.58,-1251.39
18184,-894.49,-626.84,-1794.85,-1308.53
18185,-960.387,-579.977,-1682.29,-1263.04
18186,-840.973,-536.067,-1606.78,-1331.32
18187,-937.378,-592.605,-1729.14,-1189.63
18188,-764.458,-716.151,-1728.33,-1066.09
18189,-687.954,-545.625,-1714.96,-1088.69
18190,-888.15,-834.274,-1926.45,-1106.2
18191,-880.606,-685.736,-1795.9,-1222.58
18192,-975.028,-476.532,-1912.43,-1242.88
18193,-846.236,-521.15,-1761.51,-1254.15
18194,-1035.25,-683.386,-1649.49,-1216.95
18195,-1046.98,-692.062,-1877.49,-1259.2
18196,-922.952,-656.321,-1806.64,-1162.64
18197,-941.778,-657.689,-1848.42,-1348.14
18198,-939.567,-736.247,-1957.74,-1351.78
18199,-904.253,-543.15,-1801.18,-1151.55
18200,-910.961,-708.752,-1787.91,-1357.27
18201,-875.165,-781.032,-1740.73,-1212.07
18202,-1008.47,-871.181,-1677.95,-1288.34
18203,-947.539,-664.316,-1583.16,-1230.16
18204,-638.892,-585.714,-1778.36,-1156.08
18205,-1012.35,-633.29,-1911.41,-1188.77
18206,-662.604,-110.76,-1839.85,-1152.6
18207,-533.044,-451.607,-1734.82,-1198.74
18208,-617.564,-256.524,-1804.09,-1247.64
18209,-649.2,-332.036,-1767.93,-1279.77
18210,-737.369,-676.794,-1670.23,-1276.23
18211,-649.957,-242.672,-1907.42,-1272.78
18212,-688.979,-272.046,-1769.88,-1384.7
18213,-753.064,-299.437,-1645.97,-1261
18214,-509.955,-375.395,-1824.02,-1168.53
18215,-553.691,-427.279,-1395.38,-1116.03
18216,-575.493,-425.759,-1577.9,-1303.42
18217,-515.432,-348.787,-1613.1,-1229.59
18218,-506.67,-317.41,-1890.18,-1193.17
18219,-944.113,-696.309,-1675.66,-978.198
18220,-898.742,-744.003,-1662.77,-1423.13
18221,-972.987,-554.894,-1676.4,-1099.3
18222,-1005.96,-759.017,-1775.24,-1112.79
18223,-884.097,-572.262,-1761.61,-1201.95
18224,-940.257,-603.937,-1698.89,-1164.73
18225,-986.826,-666.431,-1759.53,-1105.73
18226,-938.714,-643.127,-1824.39,-1196.64
18227,-952.698,-621.391,-1851.65,-1169.52
18228,-978.269,-694.537,-1708.39,-1425.17
18229,-982.015,-599.435,-1886.18,-1207.13
18230,-740.679,-661.714,-1912.29,-1228.82
18231,-888.442,-681.515,-1811.4,-1236.37
18232,-948.841,-925.302,-1816.75,-1054.09
18233,-853.108,-637.338,-1861.25,-1212.36
18234,-967.224,-629.916,-1851.83,-1221.09
18235,-870.56,-608.568,-1814.53,-1284.23
18236,-854.645,-769.717,-1644.17,-1297.36
18237,-451.882,-198.898,-1660.48,-1270.91
18238,-680.736,-277.416,-1613.77,-1287.44
18239,-699.266,-365.161,-1703.82,-1048.07
18240,-672.823,-372.489,-1767.33,-1148.22
18241,-672.569,-494.831,-1926.59,-1240.65
18242,-557.617,-541.431,-1970.05,-1176.06
18243,-645.208,-338.015,-1803.96,-1215.47
18244,-793.055,-265.643,-1857.33,-1239.72
18245,-621.409,-375.231,-1875.51,-1235.5
18246,-699.672,-452.879,-1927.51,-1374.48
18247,-715.918,-262.366,-1930.3,-1160.01
18248,-813.467,-416.592,-1755,-1161.63
18249,-684.072,-335.548,-1676.26,-1286.9
18250,-657.934,-324.302,-1678.47,-1081.42
18251,-580.738,-389.476,-1753.57,-1224.89
18252,-724.98,-348.364,-1809.08,-1047.51
18253,-598.845,-291.001,-1769.27,-1049.04
18254,-620.024,-355.401,-1834.82,-1209.89
18255,-570.623,-403.798,-1805.09,-1329.62
18256,-751.217,-397.66,-1896.84,-1224.49
18257,-700.003,-674.397,-1912.33,-1181.47
18258,-874.859,-692.477,-1825.01,-1305.21
18259,-774.929,-567.094,-1867.52,-1181.86
18260,-942.425,-724.454,-1654.88,-1167.68
18261,-941.003,-726.989,-1810.06,-1217.75
18262,-697.461,-684.635,-1828.14,-1066.87
18263,-690.469,-681.084,-1728.62,-1148.61
18264,-807.177,-781.957,-1641.83,-1238.1
18265,-887.22,-724.599,-1821.07,-1218.98
18266,-934.672,-719.8,-1764.21,-1304.3
18267,-944.987,-638.245,-1744.89,-1212.97
18268,-930.975,-757.325,-1741.23,-1226.58
18269,-821.036,-740.158,-1793.58,-1170.22
18270,-720.439,-695.04,-1508.94,-1220.87
18271,-816.689,-737.247,-1697.66,-1247.94
18272,-1007.02,-671.623,-1921.65,-1335.84
18273,-962.442,-641.867,-1868.68,-1244.39
18274,-978.787,-746.546,-1772.87,-1150.21
18275,-770.406,-635.43,-1758.55,-1254.66
18276,-730.068,-474.359,-1519.21,-1330.19
18277,-613.297,-252.174,-1721.69,-1289.93
18278,-686.221,-255.112,-1817.53,-1066.19
18279,-715.682,-394.512,-1684.51,-1332.35
18280,-613.068,-408.213,-1728.54,-1296.69
18281,-732.319,-546.643,-1799.8,-1290.87
18282,-515.994,-445.254,-1849.29,-1126.2
18283,-556.14,-302.492,-1756.22,-1243.71
18284,-577.822,-152.638,-1848.72,-1031.42
18285,-773.518,-221.619,-1754.62,-1127.84
18286,-697.686,-285.743,-1769.05,-1364.34
18287,-642.694,-408.205,-1834.49,-1144.08
18288,-708.444,-423.205,-1779.34,-1335.04
18289,-499.885,-393.803,-1762.51,-1321.02
18290,-489.346,-283.987,-1719.21,-1294.07
18291,-496.557,-222.791,-1638.59,-1240.22
18292,-541.13,-540.807,-1775.65,-1235.44
18293,-983.778,-560.724,-1980.1,-1251.44
18294,-711.138,-508.959,-1919.58,-1241.9
18295,-834.67,-775.511,-1810.49,-1206.39
