"iter","E21","E11","E22","E12"
60435,-832.292,-1880.29,-696.505,-1162.75
60436,-818.261,-1745.19,-746.155,-1199.87
60437,-846.894,-1956.39,-735.636,-1307.9
60438,-607.808,-1839.88,-705.919,-1133.92
60439,-593.296,-1562.09,-647.407,-1213.72
60440,-365.864,-1843.12,-694.015,-1120.39
60441,-407.318,-1801.21,-747.103,-1130.01
60442,-584.101,-1877.13,-710.237,-1360.07
60443,-343.135,-1713.7,-483.514,-1382.94
60444,-379.784,-1842.59,-723.128,-1307.33
60445,-856.239,-1723.07,-656.179,-1159.67
60446,-890.31,-1788.21,-475.436,-1164.85
60447,-590.379,-1711.79,-571.735,-1358.62
60448,-508.661,-1773.68,-700.685,-1319.32
60449,-429.981,-1872.38,-531.972,-1231.32
60450,-186.933,-1892.8,-705.222,-1388.74
60451,-367.428,-1838.76,-620.811,-1406.52
60452,-905.658,-1724.05,-592.858,-1210.65
60453,-1127.03,-1630.36,-583.606,-1285.64
60454,-890.155,-1799.53,-595.786,-1306.81
60455,-805.362,-1793.14,-670.514,-1345.47
60456,-904.903,-1749.83,-625.253,-1385.32
60457,-960.482,-1705.36,-612.296,-1215.73
60458,-885.171,-1811.2,-636.025,-1189.41
60459,-886.189,-1978.86,-646.213,-1376.81
60460,-960.854,-1921.27,-647.646,-1200.6
60461,-526.967,-1935.26,-727.432,-1162.28
60462,-318.026,-1859.55,-735.402,-1222.92
60463,-250.436,-1944.98,-701.027,-1279.32
60464,-1026,-1838.7,-656.854,-1361.75
60465,-908.79,-1620.67,-616.433,-1421.88
60466,-1045.17,-1727.48,-557.176,-1364.33
60467,-953.484,-1779.32,-477.704,-1191.26
60468,-1023.95,-1768.07,-555.335,-1300.08
60469,-957.726,-1938.74,-636.202,-1292.34
60470,-1131.02,-1892.1,-734.281,-1177.18
60471,-739.302,-1841.07,-677.562,-1189.9
60472,-815.24,-1776.13,-705.927,-1243.08
60473,-295.621,-1769.1,-656.051,-1182.14
60474,-445.557,-1819.2,-613.998,-1067.55
60475,-409.35,-1790.65,-671.578,-1288.08
60476,-304.599,-1904.91,-474.763,-1213.49
60477,-391.213,-1803.73,-567.368,-1401.18
60478,-416.881,-1830,-642.574,-1292.59
60479,-410.662,-1711.13,-470.125,-1181.73
60480,-771.076,-1776.65,-607.357,-1283.39
60481,-773.651,-1788.75,-669.547,-1186.8
60482,-838.834,-1687.05,-691.79,-1224.03
60483,-1006.94,-1782.21,-412.115,-1098.64
60484,-307.746,-1548.43,-662.389,-1107.4
60485,-452.531,-1289.93,-691.765,-1356.58
60486,-311.126,-1654.59,-657.165,-1225.99
60487,-358.726,-1726.69,-582.467,-1268.74
60488,-388.896,-1879.75,-718.52,-1127.97
60489,-363.249,-1741.44,-707.827,-1188.41
60490,-276.28,-1824.13,-490.584,-1288.41
60491,-413.922,-1689.05,-669.842,-1156.34
60492,-540.126,-1742.53,-568.927,-1230.9
60493,-485.758,-1806.42,-550.143,-1296.24
60494,-385.504,-1834.12,-664.869,-1253.15
60495,-350.838,-1728.61,-573.9,-1239.38
60496,-612.353,-1709.89,-683.563,-1217.24
60497,-596.588,-1528.41,-716.609,-1257.28
60498,-370.262,-1898.68,-779.725,-1242.78
60499,-351.29,-1629.1,-725.347,-1121.4
60500,-375.851,-1720.93,-707.313,-1219.08
60501,-397.377,-1996.83,-732.655,-1194.65
60502,-455.809,-1705.13,-643.272,-1167.32
60503,-731.968,-1775.85,-649.47,-1244.36
60504,-828.283,-1796.03,-644.284,-1262.56
60505,-781.707,-1754.64,-616.327,-1286.55
60506,-667.166,-1765.62,-674.856,-1309.63
60507,-497.606,-1894.99,-729.832,-1207.72
60508,-708.681,-1913.51,-511.716,-1309.03
60509,-787.243,-1557.42,-571.767,-1062.94
60510,-340.019,-1748.57,-566.049,-1271.57
60511,-483.718,-1693.13,-663.216,-1301.57
60512,-375.742,-1770.09,-662.584,-1269.25
60513,-354.529,-1865.31,-727.131,-1172.56
60514,-370.845,-1925.06,-701.101,-1159.67
60515,-307.867,-1984.46,-757.663,-1097.33
60516,-359.777,-1667.07,-720.772,-1341.25
60517,-461.946,-1762.77,-702.008,-1137.3
60518,-432.261,-1591.16,-742.29,-1300.58
60519,-372.808,-1895.34,-712.878,-1197.95
60520,-275.201,-1939.1,-758.169,-1282.27
60521,-228.498,-1853.76,-728.001,-1253.13
60522,-350.602,-1809.48,-610.449,-1418.2
60523,-287.581,-1815.95,-546.879,-1293.6
60524,-262.114,-1709.02,-663.822,-1278.69
60525,-484.15,-1877.97,-626.298,-1252.54
60526,-459.875,-1810.89,-689.25,-1210.88
60527,-305.233,-1813.8,-574.635,-1147.29
60528,-331.495,-1945.77,-643.272,-1216.65
60529,-261.023,-1901.34,-694.39,-1322.64
60530,-795.567,-1783.19,-685.351,-1252.39
60531,-280.938,-1928.4,-684.997,-1288.49
60532,-297.869,-1872.97,-617.261,-1176.16
60533,-774.726,-1758.94,-630.012,-1355.89
60534,-760.22,-1822.03,-601.843,-1272.62
60535,-828.079,-1727.13,-690.988,-1250.75
60536,-304.178,-1812.69,-716.539,-1189.53
60537,-420.639,-1851.69,-706.063,-1298.64
60538,-509.191,-1837.04,-504.75,-1211.82
60539,-659.348,-1732.69,-665.81,-1202.23
60540,-791.964,-1859.7,-700.866,-1259.53
60541,-297.121,-1869.94,-655.601,-1365.92
60542,-267.789,-1916.07,-605.973,-1246.34
60543,-520.192,-1897.06,-727.02,-1272.8
60544,-905.964,-1842.49,-645.747,-1195.31
60545,-937.94,-1938.12,-602.324,-1277.08
60546,-921.742,-1872.54,-660.749,-1371.79
60547,-495.936,-1966.65,-668.492,-1328.44
60548,-216.336,-1575.14,-771.208,-1117.54
60549,-347.034,-1972.92,-645.085,-1065.36
60550,-328.928,-1921.24,-545.128,-1181.02
60551,-429.838,-1902.76,-653.012,-1096.26
60552,-315.453,-1732.83,-713.452,-1200.89
60553,-239.912,-1755.99,-616.879,-1335.21
60554,-882.278,-1884.12,-585.844,-1232.48
60555,-924.276,-1979.31,-581.094,-1192.42
60556,-1005.05,-1786.69,-755.898,-1180.48
60557,-796.175,-1713.08,-681.652,-1234.25
60558,-837.124,-1858.45,-809.436,-1146.84
60559,-945.887,-1976.43,-440.887,-1309.18
60560,-920.184,-1976.08,-574.101,-1316.68
60561,-949.179,-1728.2,-406.194,-1327.46
60562,-987.545,-1911.36,-500.253,-1379.27
60563,-806.336,-1902.85,-549.6,-1337.12
60564,-697.514,-1751.68,-721.923,-1134.46
60565,-266.235,-1792.19,-730.002,-1638.82
60566,-350.004,-1797.91,-681.704,-1251.96
60567,-664.529,-1863.85,-784.636,-1248.99
60568,-492.49,-1559.77,-755.852,-1290.22
60569,-977.233,-1710.31,-456.537,-1196.43
60570,-341.635,-1726.68,-633.899,-1140.18
60571,-950.806,-1692.74,-664.512,-1294.34
60572,-984.121,-1703.43,-747.523,-1323.58
60573,-928.263,-1851.15,-628.379,-1095.6
60574,-768.302,-1854.17,-737.79,-1237
60575,-885.281,-1636.75,-726.894,-1214.12
60576,-918.179,-1840.95,-633.914,-1239.51
60577,-901.384,-1794.68,-603.714,-1304.4
60578,-986.057,-1810.15,-537.258,-1352.74
60579,-995.471,-1646.27,-563.092,-1340.42
60580,-871.063,-1671.69,-621.771,-1357.21
60581,-897.424,-1889.3,-681.577,-1379.65
60582,-890.001,-1887.46,-662.652,-1325.21
60583,-1001.64,-1655.25,-695.429,-1284.74
60584,-1025.61,-1762.68,-643.451,-1302.26
60585,-914.64,-1901.77,-724.889,-1300.4
60586,-478.043,-1812.87,-774.052,-1307.43
60587,-355.973,-1641.95,-654.868,-1230.55
60588,-1128.07,-1873.43,-409.713,-1214.48
60589,-867.167,-1746.7,-571.474,-1151.56
60590,-813.155,-1923.17,-543.791,-1104.9
60591,-715.56,-1897.98,-726.242,-1279.49
60592,-859.509,-1960.31,-643.088,-1226.3
60593,-974.555,-1861.56,-654.638,-1423.81
60594,-947.496,-1662.94,-692.002,-1163.62
60595,-760.613,-1719.95,-576.027,-1102.91
60596,-772.331,-1769.1,-766.884,-1409.96
60597,-720.341,-1798.31,-695.161,-1113.66
60598,-725.766,-1887.71,-675.492,-1272.35
60599,-662.642,-1785.02,-738.099,-1063.59
60600,-896.878,-1777.09,-625.74,-1265.48
60601,-729.177,-1896.06,-739.917,-1248.98
60602,-1116.35,-1700.05,-755.502,-1218.68
60603,-803.774,-1756.13,-651.8,-1301.04
60604,-783.7,-1752.37,-698.097,-1173.46
60605,-720.661,-1862.2,-655.2,-1143.09
60606,-990.366,-1792.68,-718.67,-1279.73
60607,-1118.3,-1729.61,-719.239,-1191.64
60608,-901.349,-1699.49,-653.399,-1189.42
60609,-806.264,-1832.65,-775.902,-1271.41
60610,-720.934,-1747.4,-510.864,-1185.85
60611,-361.652,-1767.36,-629.04,-1157.86
60612,-310.768,-1755.24,-763.621,-1176.71
60613,-372.782,-1724.19,-724.942,-1152.08
60614,-601.117,-1883.56,-592.246,-1146.1
60615,-273.18,-1750.1,-661.398,-1272.3
60616,-409.836,-1808.62,-722.434,-1200.6
60617,-808.529,-1695.77,-759.09,-1069.52
60618,-921.003,-1751.43,-549.136,-1321.27
60619,-912.13,-1759.08,-657.143,-1185.91
60620,-990.142,-1816.83,-685.154,-1181.61
60621,-875.092,-1808.37,-643.439,-1087.51
60622,-865.209,-1729.78,-702.171,-1157.4
60623,-838.723,-1741.9,-515.54,-1187.04
60624,-1081.9,-1889.1,-717.184,-1419.5
60625,-889.641,-1865.65,-730.868,-1198.55
60626,-996.176,-1759.73,-661.847,-1219.13
60627,-950.573,-1851.86,-657.898,-1239.01
60628,-998.898,-1741.49,-662.958,-1206.42
60629,-968.5,-1725.93,-735.733,-1284.54
60630,-1007.1,-1732.46,-746.457,-1240.47
60631,-875.677,-1737.36,-634.935,-1213.79
60632,-918.536,-1827.45,-708.841,-1345.87
60633,-1003.76,-1783.26,-643.4,-1165.26
60634,-828.665,-1803.78,-514.483,-1133.32
60635,-804.904,-1767.5,-602.387,-1122.22
60636,-783.191,-1852.84,-579.049,-1302.81
60637,-902.785,-1805.13,-508.376,-1259.44
60638,-922.101,-1879.4,-591.513,-1059.81
60639,-951.912,-1763.46,-700.375,-1138.07
60640,-950.674,-1920,-574.457,-1324.33
60641,-684.328,-1907.16,-682.279,-1094.58
60642,-1018.19,-1744.9,-637.088,-1279.83
60643,-76.9178,-1806.27,-670.508,-1288.22
60644,-418.7,-1785.46,-739.62,-1333.07
60645,-393.585,-1761.82,-652.33,-1200.94
60646,-491.033,-1709.03,-602.008,-1188.08
60647,-628.419,-1607.69,-652.276,-1158.02
60648,-413.085,-1705.9,-582.845,-1158.65
60649,-705.811,-1797.62,-660.338,-1238.56
60650,-1054.86,-1801.95,-650.373,-1195.93
60651,-995.109,-1908.74,-688.115,-1234.51
60652,-828.363,-1829.27,-687.461,-1179.5
60653,-893.134,-1912.33,-720.476,-1247.68
60654,-977.593,-1788.79,-543.807,-1171.51
60655,-743.045,-1796.59,-577.925,-1105.32
60656,-840.172,-1800.48,-390.817,-1176.52
60657,-894.084,-1763.43,-540.802,-1211.42
60658,-881.698,-1835.03,-673.167,-1111.54
60659,-939.314,-1881.88,-682.411,-1364.02
60660,-1008.61,-1710.83,-603.674,-1261.69
60661,-723.218,-1793.11,-741.35,-1229.05
60662,-710.485,-1741.24,-851.719,-1384.21
60663,-708.153,-1826.06,-708.65,-1352.16
60664,-755.449,-1815.51,-765.319,-1292.51
60665,-670.839,-1849.19,-733.255,-1284.54
60666,-911.67,-1750.34,-725.238,-1071.14
60667,-968.529,-1761.74,-790.415,-1338.17
60668,-771.928,-1749.96,-659.567,-1249.45
60669,-945.365,-1655.83,-664.055,-1272.85
60670,-1023.76,-1808.67,-756.888,-1292.36
60671,-885.19,-1711.37,-450.807,-1225.91
60672,-852.357,-1452.39,-587.871,-1088.86
60673,-812.189,-1696.43,-512.372,-1213.16
60674,-828.363,-1643.74,-675.509,-1335
60675,-752.295,-1675.14,-739.733,-1244.67
60676,-799.197,-1861.39,-718.705,-1264.43
60677,-405.509,-1983.77,-680.993,-1092.7
60678,-381.449,-1710.39,-723.683,-1096.28
60679,-312.661,-1652.88,-668.098,-1313.79
60680,-312.916,-1796.17,-691.14,-1189.47
60681,-562.527,-1621.78,-679.174,-1305.97
60682,-714.172,-1772.55,-765.03,-1263.02
60683,-668.686,-1757.6,-467.369,-1245.79
60684,-469.521,-1797.72,-519.352,-1362
60685,-294.734,-1833.48,-700.429,-1209.11
60686,-246.925,-1643.17,-690.931,-1163.22
60687,-376.316,-1712.42,-697.693,-1163.68
60688,-534.489,-1918.04,-593.897,-1097.28
60689,-482.342,-1903.9,-842.353,-1246.37
60690,-414.78,-1825.94,-701.338,-1051.1
60691,-506.27,-1865.52,-638.323,-1261.94
60692,-399.744,-1752.57,-877.637,-1267.74
60693,-694.704,-1859.17,-590.952,-1141.58
60694,-851.396,-1855.58,-841.61,-1168.95
60695,-444.987,-1920.28,-728.795,-1214.51
60696,-616.144,-1862.48,-743.036,-1218.01
60697,-895.458,-1670.63,-853.351,-1178.62
60698,-913.195,-1622.63,-691.881,-1285.69
60699,-895.174,-1849.93,-728.969,-1071.07
60700,-527.95,-1816.93,-675.832,-1063.09
60701,-1108.07,-1708.66,-680.4,-1431.95
60702,-848.868,-1746.48,-746.331,-1431.86
60703,-725.731,-1669.28,-671.175,-947.62
60704,-712.294,-1659.08,-667.672,-1331.32
60705,-812.197,-1671.87,-387.512,-1147.14
60706,-935.998,-1809.43,-672.183,-1263.85
60707,-938.245,-1852.15,-737.535,-1171.22
60708,-872.534,-1862.37,-579.515,-1298.34
60709,-918.37,-1783.14,-646.684,-1282.6
60710,-908.455,-1755.44,-641.363,-1473.17
60711,-890.645,-1936.24,-815.82,-1441.54
60712,-990.237,-1935.73,-810.509,-1295.87
60713,-867.833,-1653.71,-667.163,-1253.05
60714,-839.027,-1769.14,-649.44,-1213.27
60715,-395.731,-1717.81,-753.556,-1346.38
60716,-301.935,-1776.39,-668.435,-1234.24
60717,-123.317,-1782.19,-669.643,-1340.08
60718,-713.072,-1715.02,-718.276,-1344.16
60719,-125.323,-1894.09,-693.885,-1207.54
60720,-356.935,-1825.83,-645.689,-1144.66
60721,-209.568,-1833.36,-531.217,-1143.52
60722,-411.837,-1816.25,-576.16,-1083.18
60723,-158.362,-1885.83,-485.561,-1110.88
60724,-445.115,-1751.69,-662.061,-1176.05
60725,-451.466,-1795.17,-741.39,-1237.66
60726,-627.975,-1852.46,-742.029,-1239.34
60727,-355.645,-1826.99,-775.523,-1422.83
60728,-424.025,-1993.77,-761.455,-1166.26
60729,-587.621,-1721.99,-747.213,-1191.63
60730,-1096.57,-1805.43,-673.282,-1166.06
60731,-917.587,-1744.07,-715.989,-1275.33
60732,-890.821,-1765.91,-699.909,-1223.09
60733,-710.579,-1752.97,-754.721,-1192.62
60734,-711.929,-1939.53,-669.458,-1334.52
60735,-783.909,-1789.7,-678.347,-1301.13
60736,-797.968,-1759.3,-721.112,-1147.71
60737,-864.147,-1864.98,-578.479,-1193.49
60738,-1023.19,-1853.63,-643.061,-1210.42
60739,-234.592,-1815.2,-557.897,-1267.06
60740,-224.986,-1899.15,-792.855,-1195.68
60741,-464.76,-1847.13,-723.482,-1431.46
60742,-346.631,-1837.17,-672.184,-1172.74
60743,-413.931,-1905.15,-706.608,-1319.02
60744,-350.921,-1704.25,-725.483,-1186.65
60745,-361.831,-1954.9,-722.408,-1271.28
60746,-352.366,-1999.41,-627.978,-1324.98
60747,-379.781,-1870.49,-672.944,-1436.95
60748,-1055.74,-1888.53,-696.557,-1190.49
60749,-679.929,-1940.21,-637.667,-1333.24
60750,-905.793,-1838.97,-717.851,-1166.37
60751,-943.284,-1538.53,-716.106,-1169.57
60752,-781.106,-1821.78,-728.102,-1161.61
60753,-809.908,-1948.66,-692.846,-1452.2
60754,-1042.8,-1931.22,-702.7,-1241.86
60755,-735.702,-1873.61,-715.709,-1155.64
60756,-823.993,-1917.43,-752.946,-1141.79
60757,-940.632,-1643.47,-723.299,-1118.69
60758,-971.839,-1666.39,-790.373,-1251.93
60759,-855.507,-1733.63,-679.94,-1277.12
60760,-452.285,-1785.96,-706.273,-1431.16
60761,-399.332,-1671.01,-723.176,-1023.33
60762,-776.941,-1801.85,-616.044,-1190.31
60763,-834.343,-1854.67,-668.877,-1126.35
60764,-472.252,-1690.61,-655.538,-1150.45
60765,-700.944,-1848.81,-476.543,-1343.81
60766,-572.289,-1736.72,-496.954,-1345.18
60767,-471.102,-1760.91,-718.624,-1423.95
60768,-503.856,-1711.16,-590.513,-1494.17
60769,-583.608,-1873.22,-660.384,-1294.3
60770,-1053.8,-1723.99,-507.358,-1209.7
60771,-840.524,-1779.42,-532.181,-1327.25
60772,-966.549,-1810.2,-428.405,-1070.7
60773,-1064.63,-1620.11,-422.473,-1380.71
60774,-904.082,-1920.51,-506.484,-1257.25
60775,-941.324,-1815.02,-611.419,-1185.27
60776,-683.329,-1789.95,-606.625,-1233.29
60777,-716.48,-1943.11,-497.788,-1284.91
60778,-438.577,-1728.01,-591.941,-1063.92
60779,-399.674,-1668.28,-575.807,-1223.71
60780,-1032.39,-1884.51,-532.826,-1298
60781,-316.543,-1782.31,-530.893,-1126.99
60782,-464.985,-1840.4,-737.714,-1298.13
60783,-160.879,-1624.21,-563.727,-1127.92
60784,-405.588,-1952.85,-664.018,-1259.93
60785,-338.99,-1955.34,-715.838,-1403.12
60786,-315.693,-1795.45,-564.323,-1101
60787,-634.576,-1757.66,-557.813,-1311.51
60788,-822.909,-1776.9,-533.888,-1279.4
60789,-789.078,-1725.85,-451.257,-1241.77
60790,-710.733,-1690.44,-573.494,-1312.07
60791,-715.361,-1801.18,-623.332,-1193.89
60792,-649.024,-1939.33,-609.63,-1203.51
60793,-736.305,-1641.2,-774.149,-1174.72
60794,-711.502,-1765.25,-783.941,-1288.2
60795,-729.678,-1777.78,-662.498,-1251.18
60796,-735.035,-1926.78,-621.281,-1173.69
60797,-804.576,-1937.61,-735.835,-1192.31
60798,-857.162,-1745.2,-725.101,-1212.36
60799,-756.036,-1722.66,-718.959,-1246.91
60800,-869.328,-1749.81,-605.432,-1201.49
60801,-750.392,-1717.46,-608.657,-1392.48
60802,-735.686,-1861.74,-481.724,-1174.75
60803,-832.727,-1744.79,-585.048,-1274.27
60804,-747.556,-1775,-685.069,-1242.68
60805,-604.8,-1670.05,-670.908,-1283.32
60806,-419.186,-1614.39,-607.879,-1249.73
60807,-256.61,-1827.77,-675.75,-1328.22
60808,-197.928,-1830.97,-658.074,-1281.71
60809,-444.982,-1747.89,-611.373,-1255.68
60810,-366.943,-1628.89,-570.552,-1293.1
60811,-586.04,-1835.25,-631.917,-1300.14
60812,-717.689,-1888.76,-661.658,-1367.07
60813,-890.901,-1882.9,-687.686,-1327.36
60814,-1117.9,-1767.48,-659.252,-1228.68
60815,-984.39,-1868.66,-706.54,-1296.65
60816,-300.793,-1866.5,-692.836,-1322.16
60817,-218.811,-1968.4,-865.101,-1193.12
60818,-206.74,-1766.55,-835.086,-1203.52
60819,-833.326,-1960.78,-678.028,-1263.2
60820,-952.901,-1916.25,-694.704,-1305.7
60821,-86.4234,-1840.06,-649.752,-1256.31
60822,-480.157,-1771.69,-662.94,-1297.92
60823,-403.09,-1703.66,-781.435,-1243.04
60824,-403.894,-1802.25,-643.753,-1197.5
60825,-427.437,-1810.27,-622.863,-1294
60826,-222.324,-1822.57,-663.16,-1251.06
60827,-254.031,-1803.04,-718.52,-1348.41
60828,-428.155,-1754.12,-645.324,-1420.86
60829,-225.818,-1959.7,-729.446,-1171.33
60830,-329.664,-1760.01,-715.007,-1101.65
60831,-693.953,-1698.54,-819.445,-1084.44
60832,-349.498,-1709.51,-574.838,-1131.58
60833,-671.765,-1681.45,-637.633,-1367.02
60834,-375.509,-1824.39,-736.419,-1234.1
60835,-353.55,-1804.72,-736.353,-1234.33
60836,-299.283,-1691.8,-652.299,-1224.65
60837,-385.001,-1857.81,-701.368,-1174.69
60838,-383.333,-1688.05,-761.085,-1227.18
60839,-321.601,-1870.88,-733.345,-1167.54
60840,-315.181,-1614.81,-790.087,-1208.21
60841,-381.23,-1772.9,-404.107,-1227.14
60842,-811.478,-1995.17,-687.214,-1238.57
60843,-345.258,-1779.58,-709.515,-1030.5
60844,-303.665,-1820.03,-627.624,-1179.26
60845,-483.739,-1947.56,-724.927,-1091.06
60846,-529.348,-1817.73,-659.557,-1204.71
60847,-405.612,-1835.48,-734.174,-1242.5
60848,-436.449,-1849.07,-493.362,-1265.79
60849,-361.998,-1785.79,-537.054,-1162.08
60850,-323.918,-1857.7,-908.833,-1159.98
60851,-351.41,-1666.91,-741.678,-1301.09
60852,-206.074,-1872.84,-734.358,-1166.07
60853,-412.637,-1889.2,-593.07,-1286.15
60854,-467.518,-1592.44,-731.179,-1130.54
60855,-824.979,-1943.41,-766.634,-1210.74
60856,-617.442,-1496.15,-683.459,-1199.76
60857,-549.915,-1732.35,-705.143,-1194.63
60858,-971.842,-1775.55,-693.233,-1298.99
60859,-841.907,-1900.21,-705.257,-1248.05
60860,-1080.1,-1724.77,-695.796,-1167.37
60861,-934.107,-1912.28,-743.24,-1098.36
60862,-812.743,-1801.66,-523.374,-1256.66
60863,-609.417,-1720.04,-730.749,-1200.07
60864,-770.427,-1501.91,-682.286,-1451.53
60865,-925.121,-1836.51,-650.594,-1116.23
60866,-900.488,-1801.25,-703.056,-1222.16
60867,-882.976,-1656.14,-778.368,-1173.48
60868,-884.928,-1709.99,-622.283,-1102.16
60869,-980.909,-1964.68,-495.714,-1240.23
60870,-905.722,-1993.29,-831.732,-1210.73
60871,-786.84,-1582.26,-622.632,-1252.39
60872,-753.043,-1777.1,-704.806,-1235.81
60873,-948.027,-1833.87,-484.598,-1215.89
60874,-601.955,-1920.51,-564.593,-1340.69
60875,-748.437,-1904.08,-640.052,-1397.9
60876,-705.737,-1917.03,-596.38,-1347.25
60877,-563.8,-1717.26,-503.678,-1213.88
60878,-897.296,-1765.01,-696.398,-1178.38
60879,-896.143,-1601.36,-489.948,-1125.47
60880,-930.875,-1524.41,-556.682,-1130.33
60881,-897.185,-1783.23,-668,-1245.1
60882,-903.483,-1804.62,-656.51,-1245.98
60883,-944.33,-1761.54,-489.78,-1491.37
60884,-803.9,-1746,-664.434,-1215.37
60885,-855.881,-1897.77,-641.276,-1223.03
60886,-1097.83,-1838.91,-684.537,-1232.36
60887,-817.971,-1810.45,-744.967,-1326.31
60888,-931.034,-1545.07,-783.014,-1405.02
60889,-373.649,-1627.31,-656.147,-1323.95
60890,-436.103,-1836.38,-574.107,-1289.14
60891,-310.694,-1726.07,-780.24,-1230.97
60892,-450.242,-1771.89,-574.55,-1135.24
60893,-737.967,-1775.4,-709.972,-1097.36
60894,-450.781,-1795.5,-609.246,-1296.5
60895,-392.698,-1799.12,-564.792,-1279.27
60896,-392.986,-1900.66,-716.52,-1243.66
60897,-370.306,-1615.06,-668.107,-1209.91
60898,-432.643,-1578.89,-655.665,-1133.33
60899,-450.885,-1825.85,-596.221,-1222.07
60900,-596.281,-1683.51,-548.741,-1317.69
60901,-418.789,-1818.87,-444.903,-1030.02
60902,-712.914,-1911.23,-684.478,-1178.15
60903,-977.804,-1838.74,-651.258,-1170.74
60904,-905.85,-1744.2,-623.973,-1263.15
60905,-915.215,-1720.69,-568.782,-1133.63
60906,-949.498,-1765.74,-546.821,-1137.41
60907,-794.401,-1798.18,-786.327,-1208.75
60908,-859.462,-1774.75,-680.335,-1366.14
60909,-1040.16,-1694.99,-722.771,-1389.63
60910,-833.898,-1829.46,-655.279,-1352.82
60911,-1008.88,-1721.85,-693.751,-1224.76
60912,-1004.26,-1913.46,-459.866,-1199.88
60913,-815.06,-1784.18,-791.703,-1207.26
60914,-815.904,-1752.58,-639.001,-1179.73
60915,-934.695,-1807.5,-576.647,-1260.12
60916,-984.739,-1785.16,-535.925,-1254.78
60917,-611.02,-1791.61,-746.29,-1271.9
60918,-413.289,-1822.47,-701.885,-1267.64
60919,-387.685,-1940.88,-539.415,-1354.43
60920,-600.429,-1907.66,-690.372,-1191.7
60921,-587.607,-1749.77,-700.901,-1185.54
60922,-291.823,-1686.53,-698.557,-1346.44
60923,-284.861,-1801.2,-561.937,-1372.79
60924,-284.657,-1728.02,-615.921,-1277.08
60925,-250.996,-1661.27,-704.003,-1249.6
60926,-343.443,-1711.03,-704.146,-1403.26
60927,-196.34,-1833.85,-787.824,-1163.63
60928,-105.061,-1865.89,-715.253,-1193.98
60929,-439.337,-1724.22,-717.846,-1282.13
60930,-636.293,-1707.27,-737.643,-1345.35
60931,-1203.08,-1852.38,-493.442,-1331.28
60932,-821.766,-1756.26,-520.468,-1215.23
60933,-993.896,-1730.17,-700.638,-1152.86
60934,-895.225,-1658.65,-735.08,-1107.14
60935,-1065.65,-1739.84,-680.59,-1221.26
60936,-857.653,-1749.4,-758.603,-1263.13
60937,-713.035,-1822.52,-731.169,-1253.66
60938,-889.693,-1686.18,-742.938,-1343.77
60939,-1078.51,-1726.47,-745.843,-1357.81
60940,-941.518,-1876.77,-590.509,-1364.39
60941,-1089.17,-1743.1,-651.152,-1176.28
60942,-1021.79,-1754.89,-715.671,-1053.11
60943,-803.615,-1788.2,-637.35,-1215.44
60944,-278.444,-1849.51,-673.84,-1165.85
60945,-305.311,-1899.4,-651.575,-1152.32
60946,-264.743,-1737.67,-593.923,-985.615
60947,-653.715,-1697.23,-533.701,-1161.63
60948,-369.331,-1832.36,-543.503,-1341.63
60949,-247.478,-1847.38,-693.461,-1280.34
60950,-360.139,-1819.66,-573.865,-1255.28
60951,-367.947,-1738.44,-671.768,-1270.16
60952,-458.581,-1647.18,-597.18,-1227.07
60953,-381.557,-1684.48,-713.71,-1246.72
60954,-460.283,-1776.14,-682.229,-1199.19
60955,-454.258,-1739.92,-679.014,-1197.22
60956,-353.51,-1927.08,-721.529,-1206.04
60957,-551.915,-1942.14,-693.551,-1350.17
60958,-353.144,-1875.2,-691.442,-1326.54
60959,-409.411,-1776.78,-655.995,-1289.43
60960,-406.174,-1863.82,-710.433,-1266.92
60961,-489.305,-1674.19,-677.931,-1288.93
60962,-394.959,-1941.12,-655.771,-1144.7
60963,-401.495,-1968.22,-733.549,-1265.46
60964,-329.042,-1850.95,-774.751,-1217.71
60965,-339.103,-1893.21,-665.138,-1153.69
60966,-501.889,-1658.84,-721.705,-1231.59
60967,-835.113,-1854.98,-734.624,-1216.1
60968,-826.969,-1985.2,-663.805,-1264.58
60969,-835.512,-1768.15,-622.859,-1216.06
60970,-1019.24,-1847.79,-638.688,-1291.96
60971,-527.402,-1764.61,-767.376,-1236.11
60972,-471.809,-1797.64,-766.253,-991.625
60973,-501.656,-1977.74,-567.965,-1044.3
60974,-495.876,-1722.45,-581.315,-1204.28
60975,-609.94,-1741.51,-740.981,-1291.51
60976,-374.334,-1616.43,-571.414,-1179.52
60977,-530.084,-1663.2,-695.672,-1303
60978,-380.746,-1974.72,-762.564,-1266.12
60979,-468.902,-1868,-714.322,-1150.55
60980,-506.354,-1730.74,-782.141,-1453.86
60981,-469.776,-1999.25,-684.541,-1234.26
60982,-498.236,-1956.09,-650.739,-1376.85
60983,-763.503,-1738.01,-482.94,-1334.99
60984,-868.072,-1874.08,-715.632,-1264.07
60985,-431.347,-1918.93,-696.399,-1334.88
60986,-452.686,-1806.54,-633.863,-1152.87
60987,-134.03,-1779.41,-652.078,-1303.43
60988,-250.923,-1771.67,-616.263,-1161.57
60989,-262.119,-1788.06,-594.944,-1177.16
60990,-238.483,-1882.15,-622.195,-1228.52
60991,-174.84,-1894.54,-765.182,-1153.8
60992,-910.851,-1845.34,-802.623,-1090.67
60993,-982.827,-1787.56,-708.32,-1079
