"iter","E21","E11","E22","E12"
12163,-905.014,-1900.5,-700.878,-1251.93
12164,-848.396,-1812.16,-659.695,-1255.47
12165,-907.382,-1776.7,-626.141,-1169.05
12166,-960.309,-1637.49,-718.441,-1181.11
12167,-894.092,-1562.71,-763.049,-1147.47
12168,-766.395,-1762.88,-741.409,-1185.38
12169,-947.577,-1668.67,-654.004,-1347.61
12170,-814.978,-1840.16,-690.907,-1073.54
12171,-478.865,-1598.6,-765.083,-1333.03
12172,-352.586,-1949.35,-578.208,-1061.6
12173,-657.624,-1879.74,-587.024,-1367.81
12174,-1081.6,-1817.98,-715.55,-1243.7
12175,-852.965,-1645.21,-709.662,-1264.96
12176,-911.743,-1834.27,-648.704,-1167.73
12177,-641.921,-1909.98,-705.955,-1195
12178,-715.645,-1894.99,-649.91,-1298.49
12179,-545.507,-1849.11,-735.968,-1224.18
12180,-474.606,-1732.46,-655.712,-1267.63
12181,-470.583,-1929.75,-740.66,-1229.5
12182,-776.299,-1832.77,-705.851,-1194.83
12183,-772.528,-1747.63,-716.557,-1323.49
12184,-680.665,-1848.08,-672.849,-1105.66
12185,-270.185,-1731.53,-674.255,-1225.82
12186,-400.026,-1693.18,-715.179,-1241.76
12187,-248.251,-1667.75,-717.463,-1270.61
12188,-154.33,-1709.25,-577.959,-1534.75
12189,-393.068,-1913.62,-788.052,-1398.2
12190,-477.145,-1518.3,-645.292,-1237.57
12191,-390.909,-1865.75,-590.552,-1179.59
12192,-723.907,-1919.23,-666.173,-1026.75
12193,-576.424,-1660.71,-702.767,-1372.27
12194,-419.148,-1659.25,-800.775,-1377.79
12195,-395.663,-1697.16,-613.772,-1244.83
12196,-424.849,-1882.33,-553.58,-1244.75
12197,-393.326,-1725.41,-607.091,-1264.26
12198,-388.919,-1829.37,-444.347,-1162.31
12199,-283.581,-1771.9,-506.757,-1244.83
12200,-281.21,-1962.88,-676.257,-1290.71
12201,-932.164,-1879.88,-675.32,-1265.53
12202,-374.042,-1749.81,-706.402,-1129.92
12203,-681.877,-1726.88,-701.766,-1186.14
12204,-780.878,-1770.22,-613.14,-1144.92
12205,-917.627,-1639.15,-558.239,-1271.64
12206,-568.555,-1570.82,-659.959,-1252.66
12207,-474.59,-1608.33,-675.237,-1372.37
12208,-281.674,-1834.01,-688.374,-1306.07
12209,-455.961,-1682.28,-651.275,-1453.59
12210,-432.308,-1587.66,-777.261,-1126.17
12211,-459.757,-1753.91,-679.883,-1317.87
12212,-328.421,-1694.43,-655.343,-1288.17
12213,-274.297,-1664.66,-767.63,-1222.24
12214,-298.021,-1656.07,-594.837,-1359.45
12215,-540.447,-1738.02,-775.321,-1244.9
12216,-239.732,-1954.53,-655.794,-1360.53
12217,-235.5,-1621.97,-600.276,-1221.28
12218,-621.411,-1758.04,-661.152,-1333.28
12219,-461.446,-1693.01,-670.851,-1320.22
12220,-376.703,-1924.22,-668.202,-1158.94
12221,-422.27,-1759.75,-663.046,-1167.99
12222,-120.799,-1802.4,-635.801,-1215.64
12223,-855.809,-1809.58,-745.326,-1254.69
12224,-830.301,-1703.37,-764.568,-1269.84
12225,-446.043,-1779.07,-649.404,-1316.63
12226,-367.715,-1733,-784.953,-1155.21
12227,-354.01,-1824,-515.197,-1377.68
12228,-713.423,-1723.87,-709.134,-1295.5
12229,-320.343,-1782.71,-834.672,-1143.66
12230,-410.723,-1781.91,-689.657,-1150.77
12231,-409.427,-1954.19,-706.661,-1101.67
12232,-538.115,-1742.36,-754.487,-1137.52
12233,-391.659,-1685.8,-684.793,-1229.08
12234,-366.467,-1648.13,-737.566,-1259.77
12235,-732.161,-1871.3,-701.53,-1303.59
12236,-825.039,-1619.2,-473.347,-1247.81
12237,-828.544,-1829.03,-713.828,-1238.03
12238,-918.537,-1797.01,-715.931,-1265.68
12239,-1091.86,-1800.22,-681.087,-1334.13
12240,-964.49,-1768.83,-698.651,-1266.97
12241,-454.535,-1717.52,-770.411,-1363.72
12242,-328.408,-1825.96,-651.654,-1274.73
12243,-150.81,-1723.25,-594.264,-1191.42
12244,-422.496,-1800.06,-458.799,-1246.83
12245,-347.868,-1794.54,-431.682,-1320.95
12246,-466.749,-1674.99,-625.405,-1357.98
12247,-519.15,-1775.7,-689.732,-1189.93
12248,-386.537,-1766.3,-822.736,-1219.88
12249,-270.355,-1751.86,-672.779,-1066.35
12250,-1004.45,-1758.44,-668.894,-1147.06
12251,-1034.22,-1711.51,-718.246,-1263.72
12252,-754.383,-1623.17,-582.83,-1230.19
12253,-516.351,-1826.67,-425.486,-1213.41
12254,-383.922,-1684.52,-658.345,-1201.35
12255,-583.153,-1689.87,-656.325,-1243.29
12256,-399.825,-1661.4,-487.679,-1156.77
12257,-293.198,-1689.7,-454.851,-1135.07
12258,-294.152,-1662.58,-485.412,-1216.42
12259,-1028.45,-1732.11,-739.199,-1116.48
12260,-845.516,-1531.44,-662.355,-1245.06
12261,-630.744,-1792.66,-393.032,-1253.17
12262,-826.352,-1759.73,-618.394,-1194.64
12263,-900.073,-1823.37,-723.387,-1257.68
12264,-965.566,-1870.52,-733.045,-1209.04
12265,-905.931,-1909.91,-713.959,-1253.33
12266,-804.726,-1800.97,-730.337,-1365.19
12267,-1055.68,-1889.12,-731.884,-1389.7
12268,-865.85,-1920.16,-645.531,-1339.21
12269,-868.279,-1664.94,-680.323,-1271.94
12270,-676.865,-1736.73,-612.486,-1186.29
12271,-402.776,-1766.45,-615.262,-1221.01
12272,-486.602,-1908.82,-658.001,-1170.12
12273,-253.607,-1676.34,-738.341,-1144.43
12274,-268.452,-1736.06,-757.936,-1321.61
12275,-274.217,-1705.22,-540.57,-1227.52
12276,-371.603,-1830.73,-885.88,-1191.43
12277,-340.579,-1795.98,-609.549,-1237.71
12278,-97.2852,-1756.51,-788.364,-1548.37
12279,-240.348,-1719.11,-741.675,-1273.48
12280,-337.411,-1756.27,-649.96,-1279.18
12281,-286.163,-1859.19,-741.806,-1331.94
12282,-298.208,-1785.68,-677.916,-1177.3
12283,-296.254,-1816.96,-600.809,-1124.15
12284,-530.822,-1699.95,-656.532,-1232.84
12285,-973.783,-1868.69,-800.88,-1280.64
12286,-984.451,-1652.22,-381.072,-1379.43
12287,-1006.82,-1836.64,-616.018,-1303.68
12288,-776.521,-1807.89,-596.903,-1081.84
12289,-904.269,-1613.73,-685.366,-1230.79
12290,-954.944,-1649.87,-644.379,-1350.38
12291,-936.794,-1786.3,-768.08,-1252.84
12292,-948.066,-1545.97,-828.369,-1195.1
12293,-859.607,-1811.3,-662.683,-1272.25
12294,-697.948,-1685.28,-570.868,-1290.78
12295,-690.751,-1738.61,-498.635,-1348.75
12296,-1161.18,-1896.88,-641.093,-1299.41
12297,-1154.83,-1950.66,-728.417,-1339.63
12298,-813.49,-1764.49,-630.631,-1220.56
12299,-994.386,-1904.4,-623.284,-1174.09
12300,-920.307,-1837.39,-698.135,-1048.89
12301,-941.353,-1717.03,-652.53,-1274.73
12302,-927.833,-1710.15,-707.628,-1276.94
12303,-934.686,-1673.39,-535.168,-1202.21
12304,-884.458,-1892.55,-598.156,-1268.2
12305,-648.893,-1808.88,-697.783,-1243.4
12306,-863.664,-1707.76,-731.787,-1205.7
12307,-817.519,-1762.36,-682.179,-1200
12308,-873.905,-1816.82,-676.505,-1224.02
12309,-889.415,-1708.98,-644.786,-1304.08
12310,-928.641,-1763.6,-698.278,-1081.04
12311,-787.954,-1628.32,-675.301,-1090.27
12312,-907.462,-1696.53,-776.651,-1321.74
12313,-1068.81,-1744.06,-813.359,-1231.25
12314,-841.024,-1709.98,-699.158,-1207.87
12315,-820.215,-1828.38,-717.312,-1166.56
12316,-889.407,-1669.36,-594.517,-1210.33
12317,-868.592,-1754.44,-722.917,-1267.95
12318,-882.735,-1906.38,-733.27,-1135.02
12319,-782.485,-1964,-711.537,-1213.8
12320,-409.617,-1894.48,-687.516,-1187.89
12321,-422.5,-1688.37,-608.048,-1272.94
12322,-405.633,-1636.62,-713.33,-1306.06
12323,-432.75,-1837.74,-641.632,-1210.33
12324,-286.423,-1646.64,-729.196,-1290.53
12325,-357.47,-1931.26,-716.769,-1074.35
12326,-212.646,-1862.5,-698.065,-1068.01
12327,-998.751,-1753.89,-590.514,-1309.51
12328,-375.444,-1893.94,-592.372,-1071.98
12329,-490.087,-1904.92,-664.011,-1191.3
12330,-944.873,-1957.11,-477.318,-1253.57
12331,-801.37,-1703.18,-620.381,-1194.89
12332,-900.769,-1689.15,-585.974,-1407.67
12333,-975.042,-1658.51,-520.626,-1106.81
12334,-591.739,-1723.92,-491.223,-1313.99
12335,-976.653,-1823.94,-516.237,-1283.07
12336,-848.61,-1793.49,-675.965,-1232.97
12337,-899.227,-1989.5,-519.027,-1110.55
12338,-864.628,-1675.21,-513.227,-1218.11
12339,-805.727,-1723.82,-717.363,-981.855
12340,-887.206,-1684.72,-678.873,-1207.66
12341,-1043.3,-1803.18,-685.259,-1222.64
12342,-1198.53,-1747.14,-564.312,-1257.24
12343,-780.761,-1771.63,-509.104,-1268.53
12344,-922.223,-1771.96,-523.191,-1226.48
12345,-1205.75,-1686.15,-703.139,-1236.57
12346,-374.739,-1700.05,-699.518,-1279.79
12347,-492.575,-1773.04,-711.956,-1257.96
12348,-376.714,-1717.6,-589.686,-1213.71
12349,-412.563,-1786.23,-506.286,-1110.28
12350,-406.695,-1911.99,-711.017,-1259.39
12351,-944.948,-1728.54,-740.901,-1227.75
12352,-952.135,-1803.37,-702.839,-1181.16
12353,-991.974,-1834.51,-729.945,-1189.7
12354,-846.149,-1827.82,-676.305,-1359.86
12355,-537.563,-1848.39,-697.521,-1313.83
12356,-618.568,-1883.15,-592.258,-1380.35
12357,-964.247,-1687.74,-555.374,-1167.82
12358,-828.307,-1586.55,-614.62,-1363.26
12359,-1007.16,-1759.86,-695.206,-1224.95
12360,-332.182,-1990.55,-675.725,-1194.62
12361,-398.026,-1853.84,-507.51,-1144.78
12362,-430.172,-1893.76,-686.035,-1273.43
12363,-532.333,-1893.99,-596.676,-1182.87
12364,-465.379,-1883.42,-597.174,-1132.89
12365,-392.909,-1832.23,-582.45,-1221.51
12366,-489.781,-1829.61,-487.088,-1088.33
12367,-494.142,-1867.51,-599.892,-1290.68
12368,-555.03,-1820.17,-706.495,-1226.8
12369,-213.994,-1677.69,-641.666,-1228
12370,-258.769,-1717.43,-592.995,-1176.46
12371,-239.381,-1998.84,-606.932,-1258.75
12372,-243.239,-1836.12,-492.658,-1225.42
12373,-480.215,-1603.34,-712.224,-1156.25
12374,-585.406,-1755.74,-569.026,-1176.95
12375,-612.716,-1704.98,-578.458,-1217.05
12376,-773.979,-1622.82,-728.569,-1269.11
12377,-940.302,-1694.53,-657.471,-1283.68
12378,-831.783,-1719.77,-776.284,-1293.05
12379,-788.119,-1723.54,-693.49,-1323.97
12380,-880.425,-1634.96,-738.246,-1271.17
12381,-918.433,-1802.59,-764.21,-1134.42
12382,-967.055,-1972.94,-516.833,-1129.38
12383,-370.143,-1751.29,-725.034,-1146.35
12384,-363.317,-1691.05,-610.421,-1043.95
12385,-394.199,-1785.23,-737.622,-1247.49
12386,-541.275,-1757.83,-615.264,-1144.54
12387,-319.188,-1553.81,-677.792,-1364.87
12388,-353.926,-1765.46,-755.355,-1147.42
12389,-333.881,-1690.52,-637.17,-1369.29
12390,-476.193,-1817.53,-683.274,-1199.44
12391,-389.947,-1696.42,-763.929,-1246.55
12392,-413.955,-1747.63,-727.002,-1304.27
12393,-438.639,-1929.88,-788.104,-1143.14
12394,-317.589,-1660.03,-806.73,-1240.03
12395,-439.028,-1853.92,-770.017,-1118.44
12396,-313.002,-1902.04,-652.491,-1324.59
12397,-125.728,-1970.13,-708.368,-1319.03
12398,-307.102,-1842.87,-714.789,-1287.88
12399,-317.275,-1824.32,-757.31,-1278.92
12400,-318.446,-1951.65,-370.486,-1294.13
12401,-197.08,-1549.06,-652.403,-1295.16
12402,-526.32,-1809.34,-729.312,-1233.76
12403,-505.763,-1862.06,-637.484,-1119.42
12404,-269.703,-1729.91,-464.465,-1271.61
12405,-295.28,-1979.19,-600.069,-1323.52
12406,-323.532,-1833.41,-772.386,-1227.31
12407,-540.802,-1763.95,-614.752,-1156.8
12408,-656.76,-1830.59,-720.094,-1179.84
12409,-344.4,-1791.45,-691.744,-1243.43
12410,-362.151,-1684.48,-711.183,-1261.18
12411,-371.375,-1833.7,-721.266,-1206.31
12412,-483.482,-1854.39,-674.21,-1125.36
12413,-483.307,-1850.9,-680.297,-1388.36
12414,-197.499,-1907.1,-657.022,-1356.08
12415,-326.324,-1816.73,-689.895,-1251.31
12416,-442.881,-1632.39,-632.895,-1153.99
12417,-313.527,-1712.14,-761.385,-1223.09
12418,-375.024,-1916.65,-676.338,-1218.43
12419,-644.202,-1821.49,-707.68,-1287.22
12420,-925.26,-1685.81,-770.627,-1282.43
12421,-142.235,-1842.88,-641.268,-1153.1
12422,-343.016,-1657.4,-678.23,-1206.34
12423,-232.558,-1743.98,-706.078,-1453.91
12424,-272.596,-1758.39,-718.089,-1144.68
12425,-431.009,-1858.89,-717.572,-1248.99
12426,-250.742,-1543.67,-823.278,-1280.38
12427,-512.98,-1689.36,-617.238,-1197.94
12428,-952.543,-1722.76,-635.808,-1301.75
12429,-971.881,-1786.04,-686.35,-1242.06
12430,-969.345,-1948.83,-686.422,-1229.3
12431,-870.384,-1917.97,-482.56,-1362.05
12432,-1065.15,-1628.08,-757.364,-1280.75
12433,-932.533,-1775.17,-727.131,-1266.86
12434,-423.155,-1903.65,-708.11,-1212.73
12435,-350.673,-1914.7,-649.027,-1294.8
12436,-968.708,-1861.34,-669.209,-1211.45
12437,-943.108,-1652.66,-687.03,-1085.46
12438,-730.831,-1712.05,-725.406,-1270.74
12439,-888.131,-1711.83,-655.688,-1116.01
12440,-1061.99,-1759.71,-659.852,-1520.17
12441,-1047.37,-1726.07,-612.255,-1250.23
12442,-824.907,-1770.48,-705.092,-1392.22
12443,-866.618,-1710.57,-935.561,-1224.15
12444,-933.805,-1846.92,-750.587,-1254.15
12445,-810.478,-1798.48,-720.353,-1202.4
12446,-1044.75,-1775.13,-765.841,-1320.13
12447,-824.057,-1764.37,-730.432,-1179.94
12448,-856.213,-1628.42,-694.225,-1242.56
12449,-783.764,-1633.73,-721.652,-1265.89
12450,-282.773,-1862.44,-638.535,-1246.27
12451,-403.165,-1712.26,-662.31,-1214.92
12452,-866.096,-1708.54,-554.993,-1141.52
12453,-370.978,-1892.82,-676.141,-1334.44
12454,-287.117,-1781.78,-651.528,-1082.93
12455,-385.68,-1833.7,-653.573,-1062.14
12456,-442.432,-1767.41,-704.731,-1123.41
12457,-218.775,-1786.48,-732.384,-1377.25
12458,-236.283,-1857.54,-710.749,-1342.4
12459,-351.671,-1807.16,-706.481,-1115.09
12460,-432.971,-1720.45,-543.171,-1196.28
12461,-650.529,-1610.76,-494.382,-1209.95
12462,-502.515,-1632.32,-738.695,-1209.31
12463,-620.819,-1698.95,-705.449,-1129.12
12464,-320.222,-1624.59,-704.609,-1253.24
12465,-765.805,-1647.11,-726.144,-1193.89
12466,-762.515,-1959.61,-630.125,-1129.53
12467,-766.941,-1905.02,-696.366,-1088.98
12468,-417.198,-1691.12,-700.854,-1228.34
12469,-413.141,-1801.23,-754.078,-1078.22
12470,-544.261,-1870.55,-682.727,-1239.9
12471,-357.019,-1988.67,-619.946,-1057.35
12472,-198.578,-1783.26,-626.848,-1290.84
12473,-303.647,-1878.41,-542.27,-1228.44
12474,-459.49,-1522.4,-742.723,-1178.76
12475,-634.472,-1249.28,-692.538,-1217.77
12476,-500.719,-1761.06,-652.068,-1206.8
12477,-363.332,-1713.07,-634.523,-1237.65
12478,-432.425,-1793.62,-641.403,-1292.47
12479,-783.482,-1935.09,-690.117,-1218.22
12480,-780.478,-1921.68,-755.565,-1318.58
12481,-889.686,-1888.6,-677.677,-1254.86
12482,-925.775,-1883.58,-638.142,-1235.68
12483,-958.477,-1755.51,-708.393,-1206.28
12484,-749.816,-1866.6,-716.376,-1318.68
12485,-929.616,-1872.83,-696.558,-1376.55
12486,-856.13,-1950.48,-801.959,-1399.09
12487,-1044.13,-1836.94,-601.011,-1378.81
12488,-1028.56,-1741.86,-692.259,-1258.73
12489,-931.165,-1992.2,-737.455,-1212.47
12490,-888.439,-1593.43,-661.115,-1153.46
12491,-928.582,-1770.38,-654.689,-1353.65
12492,-953.908,-1661.47,-690.941,-1150.62
12493,-1113.98,-1700.78,-734.405,-1179.74
12494,-893.31,-1688.91,-438.139,-1238.13
12495,-713.583,-1633.63,-504.481,-1284.75
12496,-857.146,-1918.38,-739.873,-1252.38
12497,-834.377,-1809.47,-811.925,-1363.46
12498,-900.203,-1704.37,-628.729,-1263.8
12499,-974.169,-1905.77,-745.491,-1124.99
12500,-523.167,-1901.14,-711.368,-1221.39
12501,-852.778,-1875.89,-591.201,-1061.52
12502,-912.592,-1801.21,-653.355,-1130.9
12503,-886.336,-1763.92,-737.053,-1191.52
12504,-930.531,-1726.97,-709.769,-1231.74
12505,-806.996,-1697.2,-783.067,-1253.46
12506,-803.654,-1875.74,-749.834,-1149.15
12507,-834.446,-1634.62,-667.055,-1038.81
12508,-933.036,-1718.53,-696.675,-1077.52
12509,-875.439,-1830.06,-542.864,-1116.93
12510,-348.258,-1927.66,-465.418,-1350.9
12511,-353.324,-1664.11,-755.754,-1178.03
12512,-399.036,-1907.69,-646.44,-1296.84
12513,-271.334,-1693.97,-663.25,-1289.23
12514,-195.01,-1666.05,-713.205,-1258.92
12515,-569.086,-1751.07,-716.023,-1110.47
12516,-335.596,-1671.93,-733.707,-1336.36
12517,-412.897,-1668.46,-777.133,-1279.53
12518,-341.71,-1714.16,-800.446,-1245.76
12519,-841.112,-1844.01,-574.859,-1260.71
12520,-954.669,-1671.64,-573.434,-1124.78
12521,-933.352,-1775.94,-707.398,-1122.79
12522,-889.343,-1836.04,-519.247,-1286.72
12523,-900.904,-1676.98,-620.368,-1112.58
12524,-784.497,-1723.92,-563.568,-1269.86
12525,-844.89,-1715.51,-567.704,-1307.24
12526,-902.501,-1716.39,-689.942,-1265.7
12527,-821.87,-1808.74,-648.656,-1241.77
12528,-886.68,-1756.87,-637.315,-1245.37
12529,-984.004,-1757.39,-724.279,-1197.19
12530,-848.73,-1840.43,-573.245,-1236.78
12531,-810.517,-1824.14,-576.651,-1296.4
12532,-987.838,-1634.13,-604.916,-1182.36
12533,-251.151,-1948.5,-723.134,-1192.32
12534,-410.925,-1853.81,-628.968,-1276.76
12535,-459.108,-1531.6,-680.972,-1176.22
12536,-215.072,-1796.34,-725.807,-1261.16
12537,-626.768,-1676.74,-720.012,-1191.46
12538,-649.933,-1925.22,-623.279,-1162.06
12539,-1024.72,-1907.81,-658.738,-1269.07
12540,-847.576,-1864.74,-595.055,-1214.95
12541,-636.315,-1878.09,-694.946,-1143.28
12542,-927.661,-1832.79,-706.861,-1138.31
12543,-996.904,-1743.9,-590.596,-1203.15
12544,-882.097,-1788.66,-624.051,-1142.24
12545,-760.141,-1703.31,-601.823,-1341.05
12546,-960.448,-1677,-611.556,-1184.76
12547,-858.941,-1855.42,-663.492,-1169.45
12548,-903.055,-1754.94,-623.692,-1212.94
12549,-833.96,-1770.63,-575.213,-1363.39
12550,-789.853,-1720.21,-617.834,-1225.92
12551,-919.584,-1939.62,-626.503,-1224.4
12552,-601.541,-1739.76,-649.976,-1122.52
12553,-869.072,-1679.44,-604.678,-1057.45
12554,-978.456,-1823.09,-222.064,-1343.15
12555,-912.11,-1812.51,-668.881,-1209.84
12556,-537.55,-1817.66,-647.167,-1322.09
12557,-825.734,-1717.19,-692.623,-1157.02
12558,-908.088,-1797.79,-791.983,-1319.02
12559,-714.841,-1788.54,-850.202,-1410.03
12560,-536.129,-1738.02,-268.497,-1310.4
12561,-246.465,-1775.81,-742.998,-1162.32
12562,-409.012,-1694.43,-729.983,-1209.18
12563,-377.525,-1850.46,-779.133,-1248.78
12564,-513.669,-1938.38,-643.373,-1285.64
12565,-535.366,-1708.73,-623.172,-1281
12566,-811.748,-1957.1,-604.801,-1051.76
12567,-223.742,-1903.74,-535.806,-1284.81
12568,-383.355,-1852.14,-844.582,-1266.25
12569,-519.102,-1734.15,-707.003,-1174.52
12570,-476.492,-1712.67,-686.852,-1373.19
12571,-527.018,-1702.64,-531.193,-1212.49
12572,-564.064,-1793.84,-602.394,-1120.11
12573,-504.284,-1820.89,-589.957,-1370.02
12574,-482.475,-1988.69,-719.519,-1221.83
12575,-509.692,-1720.96,-718.93,-1248.85
12576,-610.901,-1768.1,-687.045,-1218.81
12577,-543.806,-1786.05,-746.484,-1224.83
12578,-420.749,-1751.01,-734.463,-1281.45
12579,-855.434,-1734.05,-720.795,-1212.06
12580,-311.466,-1734.27,-516.437,-1133.42
12581,-613.253,-1826.37,-592.314,-1197.54
12582,-905.619,-1917.49,-649.928,-1247.35
12583,-900.184,-1831.23,-647.201,-1262.1
12584,-900.216,-1944.39,-651.446,-1264.53
12585,-919.025,-1879.2,-722.723,-1218.73
12586,-622.835,-1680.28,-708.84,-1220.08
12587,-667.022,-1868.1,-736.967,-1213.59
12588,-832.971,-1676.05,-790.801,-1319.47
12589,-884.808,-1680.66,-608.54,-1258.97
12590,-859.175,-1800.76,-668.726,-1221.44
12591,-728.754,-1739.48,-677.052,-1180.35
12592,-871.666,-1809.64,-504.523,-1186.54
12593,-340.844,-1699.14,-670.825,-1354.15
12594,-356.786,-1791.04,-494.685,-1259.82
12595,-336.244,-1914.47,-661.638,-1319.34
12596,-312.941,-1901.27,-659.065,-1152.57
12597,-748.371,-1892.21,-669.15,-1167.38
12598,-902.013,-1797.21,-689.791,-1100.48
12599,-936.005,-1753.93,-659.874,-1375.29
12600,-912.325,-1745.51,-720.439,-1283.46
12601,-992.632,-1782.2,-370.927,-1131.78
12602,-936.126,-1707.96,-770.142,-1185.38
12603,-307.829,-1740.53,-623.441,-1175.71
12604,-495.607,-1880.46,-632.848,-1216.64
12605,-252.557,-1861.48,-480.756,-1392.68
12606,-434.916,-1782.38,-463.023,-1273.24
12607,-393.36,-1833.51,-654.857,-1302.8
12608,-581.115,-1816.53,-471.892,-1218.9
12609,-402.043,-1711.23,-643.673,-1131.72
12610,-369.564,-1715.22,-1121.66,-1123.16
12611,-449.275,-1770.51,-476.584,-1185.85
12612,-927.572,-1996.37,-380.134,-1121.26
12613,-967.468,-1951.15,-710.586,-1118.75
12614,-922.175,-1937.26,-637.773,-1148.85
12615,-485.598,-1809.48,-552.06,-1237.32
12616,-1018.44,-1874.85,-641.666,-1297.89
12617,-825.626,-1838.34,-618.799,-1222.97
12618,-206.486,-1871.08,-607.014,-1193.33
12619,-1110.92,-1799.55,-546.836,-1373.27
12620,-940.526,-1806.25,-671.509,-1268.07
12621,-783.889,-1715.62,-750.477,-1089.59
12622,-957.971,-1621.37,-866.23,-1310.51
12623,-952.753,-1889.52,-542.95,-1092.6
12624,-869.02,-1746.8,-453.791,-1219.89
12625,-641.466,-1895.75,-646.969,-1218.91
12626,-479.816,-1695.52,-682.335,-1317.13
12627,-288.586,-1901.05,-753.467,-1347.79
12628,-675.637,-1858.24,-735.329,-1355.55
12629,-341.802,-1635.12,-693.482,-1208
12630,-811.658,-1895.26,-712.489,-1157.89
12631,-972.776,-1818.88,-704.614,-1207.69
12632,-763.648,-1839.13,-940.866,-1160.66
12633,-772.526,-1727.45,-666.07,-1363.38
12634,-669.749,-1751.85,-769.002,-1363.57
12635,-760.861,-1723.71,-722.6,-1246.14
12636,-912.454,-1846.96,-611.77,-1324.6
12637,-876.626,-1905.1,-706.332,-1291.05
12638,-902.743,-1557.83,-752.922,-1272.23
12639,-901.896,-1894.78,-496.15,-1218.15
12640,-894.52,-1945.49,-564.389,-1087.17
12641,-1157.65,-1611.67,-635.527,-1246.4
12642,-844.156,-1667.4,-460.018,-1252.65
12643,-1030.31,-1658.58,-887.821,-1281.41
12644,-831.232,-1660.52,-713.398,-1261.9
12645,-865.09,-1631.09,-645.08,-1226.26
12646,-883.264,-1777.34,-617.509,-1169.29
12647,-1018.69,-1706.6,-599.225,-1206.8
12648,-820.248,-1864.55,-594.528,-1172.34
12649,-910.097,-1742.6,-644.368,-1249.46
12650,-187.72,-1802.29,-702.686,-1231.15
12651,-686.89,-1761.29,-538.471,-1277.48
12652,-729.907,-1636.25,-493.297,-1105.34
12653,-1025.95,-1784.51,-635.902,-1092.31
12654,-855.186,-1676.59,-536.896,-1380.31
12655,-969.7,-1733.77,-640.273,-1260.09
12656,-621.327,-1874.63,-552.675,-1195.41
12657,-964.185,-1836.89,-728.985,-1097.67
12658,-490.725,-1662.87,-604.53,-1146.87
12659,-781.209,-1839.62,-607.094,-1096.49
12660,-778.541,-1975.12,-614.12,-1442.32
12661,-646.727,-1936.16,-656.523,-1202.38
12662,-920.502,-1722.19,-549.326,-1240.38
12663,-950.213,-1719.65,-446.101,-1195.85
12664,-868.173,-1770.78,-574.608,-1306.62
12665,-775.7,-1776.17,-449.186,-1255.41
12666,-751.265,-1695.07,-593.703,-1180.01
12667,-999.394,-1601.48,-555.11,-1198.5
12668,-851.236,-1703.47,-594.257,-1163.12
12669,-1009.82,-1770.23,-601.653,-1204.81
12670,-913.409,-1682.08,-664.92,-1242.57
12671,-992.734,-1799.46,-714.196,-1328.03
12672,-426.078,-1659.38,-729.595,-1315.62
12673,-379.474,-1718.31,-707.367,-1203.89
12674,-429.567,-1751.66,-695.133,-1257.59
12675,-384.812,-1690.26,-672.164,-1298.66
12676,-364.219,-1793.73,-693.231,-1218.16
12677,-129.864,-1772.04,-761.985,-1264.49
12678,-193.141,-1700.59,-665.053,-1188.99
12679,-163.745,-1662.4,-610.039,-1362.94
12680,-400.994,-1747.79,-587.654,-1175.61
12681,-568.894,-1737.02,-607.17,-1158.58
12682,-300.804,-1815.01,-620.073,-1249.56
12683,-258.03,-1711.64,-289.858,-1221.92
12684,-323.309,-1864.02,-735.613,-1166.34
12685,-615.1,-1835.57,-519.293,-1119.11
12686,-334.245,-1752.23,-738.238,-1152.97
12687,-419.889,-1861.7,-764.667,-1216.67
12688,-431.797,-1665.77,-746.338,-1314.26
12689,-181.827,-1683.86,-461.842,-1032.77
12690,-617.956,-1733.86,-452.287,-1166.04
12691,-890.924,-1759.67,-441.577,-1296.64
12692,-1012.63,-1732.14,-482.048,-1154.79
12693,-842.018,-1893.72,-591.388,-1274.63
12694,-780.482,-1758.96,-640.117,-1244.1
12695,-1018.18,-1752.4,-555.55,-1189.8
12696,-886.897,-1957.12,-712.095,-1397.5
12697,-885.483,-1780.55,-685.747,-1147.08
12698,-911.5,-1659.79,-577.963,-1134.53
12699,-811.773,-1659.93,-553.933,-1110.18
12700,-887.593,-1707.16,-678.175,-1311.12
12701,-611.896,-1734.42,-675.794,-1213.43
12702,-799.092,-1940.29,-618.687,-1275.91
12703,-478.355,-1714.24,-708.168,-1221.85
12704,-545.95,-1800.04,-666.714,-1224.49
12705,-441.805,-1789.16,-737.862,-1167.98
12706,-656.864,-1752.14,-609,-1386.26
12707,-564.108,-1871.72,-471.771,-1185.92
12708,-833.088,-1745.42,-574.388,-1231.58
12709,-866.048,-1705.27,-475.785,-1241.07
12710,-847.506,-1664.42,-764.189,-1267.72
12711,-1022.89,-1521.99,-700.501,-1260.32
12712,-985.733,-1702.6,-567.615,-1131.54
12713,-409.473,-1684.27,-525.629,-1083.34
12714,-769.091,-1658.57,-386.166,-1154.91
12715,-963.89,-1723.84,-633.306,-1339.28
12716,-896.876,-1627.39,-705.855,-1487.46
12717,-665.495,-1894.89,-706.824,-1285.65
12718,-451.431,-1866.27,-828.864,-1278.97
12719,-214.316,-1818.51,-723.266,-1170.86
12720,-530.398,-1828.86,-719.738,-1221.18
